,title,title_label,description,description_label
23,부산 시내버스 노사 협상 타결 오후부터 운행 재개,1,  상당 임금 인상과  정년 연장  등 합의 협상이 결렬되며 준공영제 시행 이후 처음으로 파업에 이르렀던 부산 시내버스가  시간 여만에 운행을 재개한다  한국노동조합총연맹 전국자동차노동조합연맹  ,1
24, 일 부산시  시내버스 노사협상 타결 등,0,이에 따라 실질 임금은   인상되고   정년 은 만  세에서  세로  년  연장 됐다  시는 이번 사태를 계기로 준공영제를 전면 재점검할 계획이다 부산 시내버스의 전면 파업은  년 이후  년 만이며  준공영제 도입  ,1
25, 현대삼호 노사   년 임금교섭 돌입,1,회사에 전달된  현대 조선  사 공동 요구안에는  기본급  만 원 인상  정년 연장   성과급 산출기준 변경 등의 내용이 담겼다  노조의 개별 요구안에는  하기 휴가비 인상  통상임금 적용 범위 확대  자격 면허  ,1
26,부산 버스노사 조정안 합의 버스운행 정상화,1,노사는 오늘 일  오후 재개된 협상에서  상여금과 휴가비를 없애는 대신 이를 통상임금에 반영  임금  를 인상하고  정년 은 만  세로  년  연장 하는 내용의 노동위원회 조정안에 합의했습니다  앞서 노사는 상여금의  ,1
27, 현대삼호 노사   년 임금협상 돌입,1, 현대삼호 제공 회사에 전달된  현대 조선  사 공동 요구안에는 기본급  만  원 인상   정년 연장  성과급 산출기준 변경 등의 내용이 담겼다   현대삼호 노조의 개별 요구안에는 하기 휴가비 인상  통상임금  ,1
28,부산 시내버스 노사 합의안 도출 일 오후부터 정상운행,0,성과상여금 등 폐지하고 통상임금 포함시켜 체계 개편 총액임금   인상   정년   년  연장  등 합의 부산 시내버스 노사가 임단협에 극적 합의하면서  일 첫차부터 멈춰섰던 시내버스가 운행을 재개했다  ,1
29, 관세 파고  넘기도 버거운데    성과급  천   정년   세  현대차 노조 ,0,뉴데일리 김보배 기자   현대자동차 노사가 올해 임금 및 단체협상에서 임금 인상   정년 연장  등을 두고 팽팽한 줄다리기를 할 전망이다   일 업계에 따르면 현대차 노조는 이날 오후 울산 북구 현대차문화회관에서  ,1
30,부산 버스노사 조정안 합의 버스운행 정상화,1,노사는 오늘 일  오후 재개된 협상에서  상여금과 휴가비를 없애는 대신 이를 통상임금에 반영  임금  를 인상하고  정년 은 만  세로  년  연장 하는 내용의 노동위원회 조정안에 합의했습니다  앞서 노사는 상여금의  ,1
31, 현대삼호 노사  년 임금 교섭 돌입,1,현대삼호 노동조합은 지난  일 임금 교섭을 위한 올해 첫 상견례에서 기본급  만 천  백원 인상과  정년 연장  성과급 산출기준 변경 등 조선  사 공동 요구안와 여름 휴가비 인상  통상임금 적용범위 확대  자격면허  ,1
32,  업계 임단협 출발 올해도 쉽지 않다,0,아울러 현대차노조 조합원  명 중 약  명 은 올해 단체교섭 핵심 안건인  정년연장 에 대해  임금 삭감 없는  정년연장 을 원하는 것으로 나타났다  재계에서는 노동유연성 없이  정년연장 을 할 경우 부담이  ,1
33,부산 시내버스 정상화  창원은 여전히  스톱 ,0,지난해 대법원판결에 따라 정기 상여금의 통상임금 반영  임금   인상   정년 연장  등을 두고 벌어진 협상이 결렬된 결과다  창원시는 준공영제 시행 이후 재정지원이 급증했다며 인건비 추가 부담은 수용할 수 없다는  ,1
34,부산 시내버스 노사 조정안에 합의 버스 정상 운행 재개,1,이를 반영해 임금은   인상하고   정년 은 만  세에서  세로  년  연장 한다  시내버스 노사는 그동안 월 임금   인상과 성과상여금의 통상임금 반영 등을 두고 갈등을 빚었다  노사 합의에 따라 이날 첫차부터  ,1
35, 현대삼호 노사   년 임금교섭 상견례 진행,1,회사에 전달된  현대 조선  사 공동 요구안에는  기본급  만 원 인상  정년 연장   성과급 산출 기준 변경 등의 내용이 담겼다   현대삼호 노조의 개별 요구안에는  하기 휴가비 인상  통상임금 적용 범위 확대  ,1
36, 대 대선   지속 성장  청사진 나왔다  각 후보 캠프  경제 브레인 ,0,김동명 한국노총 위원장은 노동 정책 분야에서 주  일제   정년 연장  등 노동자의 삶의 질 향상을 위한 정책 추진을 주도하고 있다  이 후보 캠프의 정책 방향과 특징으로는 우선 성장과 분배의 균형이다  경제 브레인 그룹은  ,1
37, 성장 상생을 위해 현대삼호 노사    임금교섭 개시,1,이 자리에는 김재을  현대삼호 사장과 황형수 노동조합 지회장이 함께 자리했다 회사에 전달된  현대 조선  사 공동 요구안에는  기본급  만  원 인상  정년 연장   성과급 산출기준 변경 등의 내용이 담겼다  ,1
38, 먹튀 시세조종 근절 이재명  회복 성장 행복  공약집 공개,1, 일제 추진 포괄임금제 금지 등을 근로기준법에 명문화  부부 단위 과세표준 신설  자녀 수에 따라 신용카드 소득 공제율 및 공제한도 상향  법정  정년   세로 단계적  연장   국가가 책임지고 지자체가 직접  ,1
39,부산 시내버스 파업  반나절만에 철회 노사협상 타결,1,상여금 등 통상임금에 반영 임금   인상  정년  만  세로  년  연장  부산 시내버스가 파업한지 반나절 만에 노사가 합의에 이르면서 파업을 철회했다  전국자동차노동조합연맹 부산버스노조와  ,1
40,부산 시내버스 노사  임단협 극적 타결  버스 정상운행 전환,0, 일 부산시와 부산지방노동위원회 등에 따르면  부산버스운송사업조합과 부산버스노동조합은 이날 낮  시  분께 정기상여금의 통상임금 반영   정년 연장 세  등에 합의했고 오후  시께 지노위의 조정안에 최종  ,1
41,부산 시내버스 노사 조정안 합의  버스 정상운행 재개 상보 ,1,앞서 노조 측은  임금 체계 개편  기본급   인상  정년   세에서  세로  연장  등을 요구해왔다  그러나 사측은 재정적 부담이 크다며 반대해 왔다   일 오후  시부터 시작된  차 조정 회의에서도 이들의 협상은  ,1
42, 현대삼호 노사   년 임금교섭 상견례,1,회사에 전달된  현대그룹 조선  사 공동 요구안에는  기본급  만  원 인상  정년 연장   성과급 산출기준 변경 등의 내용이 담겼다   현대삼호 노조의 개별 요구안에는  하기 휴가비 인상  통상임금 적용범위  ,1
43, 현대삼호 노사  올해 임금교섭 상견례,1,회사에 전달된  현대 조선  사 공동 요구안에는  기본급  만  원 인상  정년 연장   성과급 산출기준 변경 등의 내용이 담겼다   현대삼호 노조의 개별 요구안에는  하기 휴가비 인상  통상임금 적용범위  ,1
44,이재명  법정  정년   세로 단계적  연장 올해안 입법 추진 ,1,우선 이 후보는  회복과 성장을 위한  정년연장   를 구성해 노 사 등과 논의를 거친 뒤 국민연금 수급개시 연령 상향과 연계한 법정  정년연장 을 추진할 계획이다  현행  세인 법정 정년을 단계적으로  세까지  ,1
45,김문수 후보  대선 공약집 발간   국민과 함께 새롭게 대한민국 으로,1,커리어  연장  및 연구 공백 해소  학생 학부모 교원  공교육 내 프로젝트 기반 학습으로 공감능력 비판적   어르신  정년  후 계속고용 제도 정비 및 중장년고용정책기본법 제정으로  일하는 노년  일할 수 있는  ,1
46, 현대삼호 노사   년 임금교섭 상견례,1,회사에 전달된  현대 조선  사 공동 요구안에는  기본급  만 원 인상  정년 연장   성과급 산출기준 변경 등의 내용이 담겼다   현대삼호 노조의 개별 요구안에는  하기 휴가비 인상  통상임금 적용 범위 확대  ,1
47, 대 대선 경제아젠다 일자리   사람을 위한 노동   시장을 위한 노동 ,0,   정년 연장 과 계속고용 이 후보는 현재 만  세인 법정 정년을 국민연금 수급개시 연령에 맞춰  세까지 단계적 연장하겠다고 약속했다   년 국민연금 수급 연령이  세이고  년에  세로 올라가는 일정에 맞추어  기업  ,1
48, 현대삼호 노사   년 임금 협상 돌입,1,회사에 전달된  현대 조선  사 공동 요구안에는 기본급  만 원 인상   정년 연장  성과급 산출기준 변경 등의 내용이 담겼다   현대삼호 노조의 개별 요구안에는 하기 휴가비 인상  통상임금 적용범위 확대  자격면허  ,1
49, 현대삼호  임금교섭 시작 노조  기본급 인상 정년 연장  요구,1, 현대 조선  사 공동 요구안에는 기본급  만 원 인상   정년 연장  성과급 산출 기준 변경 등의 내용이 포함됐다  이는 그룹 내 조선 부문 공동 현안에 관한 생각을 반영한 것으로 예측된다   현대삼호 노조는  ,1
50,광주 시내버스 파업 가결 일부터 운행 중단 가능성,0,노조는 올해 임단협에서 임금   인상과  정년   세  연장  등을 요구하고 있다  전남지역 시내버스는 지난  월  일  곳이 임단협을 마무리하고 남은  곳도 타결 가능성이 높아 이번 전국 파업에는 참여하지 않을  ,1
51,앞다퉈  돈 풀기  추경  주  일제  대선 후가 더 걱정 사설 ,0,여기에 호봉제 폐지 없이  정년연장  공약까지 겹치면서 기업 부담은 가중되고 있다  시간당 노동생산성이  달러로 미국 달러  등에 비해 낮은 상황에서 노동 투입량이 줄면 잠재성장률도 급락할 수밖에 없다  ,1
52,해명 필요한   에너지 고용 주택 공약 문희수의 시론 ,1,이재명 후보는 고용 창출 계획은 없이 임금 감소 없는 주  일제  퇴직 후 재고용이 아닌 법적  정년연장 을 제시한다  특히  정년연장 은 사회적 합의를 거친다고 했지만  민주당은 한국노총과 올해 법적  정년연장 세  법안  ,1
53, 현대삼호 노사  올해 임금교섭 시작 정년연장  등 요구,1,회사에 전달된  현대 조선  사 공동 요구안에는  기본급  만 원 인상  정년 연장   성과급 산출기준 변경 등의 내용이 담겼다  또  현대삼호 노조는 개별 요구안을 통해 하기 휴가비 인상  통상임금 적용범위  ,1
54, 이재명 공약집  주  일제 추진 포괄임금제 금지 못박아  대선  ,0,제도적인 측면에서는  회복과 성장을 위한  정년연장   태스크포스 를 꾸려  이해당사자인 노사와 시민사회 논의를 거쳐 올해 안에 법정 정년을  세로 단계적 연장하는 내용의 법안을 만듭니다  이어 정규직 전환 예외  ,1
55, 현대삼호 노사 단체교섭 년 연속 연내 타결  관심 ,1,사측에 전달된  현대 조선  사 공동 요구안에는  기본급  만  원 인상  정년 연장   성과급 산출기준 변경 등의 내용이 담겼다   현대삼호 노조의 개별 요구안에는  하기 휴가비 인상  통상임금 적용범위 확대  ,1
56, 현대삼호 노사   년 임금협상 착수,1, 현대 조선  사 노조가 사측에 제시한 공동 요구안에는 기본급  만 원 인상   정년 연장  성과급 산출기준 변경 등의 내용이 포함됐다  현대삼호 노조의 개별 요구안에는 하기 휴가비 인상  통상임금 적용범위 확대  ,1
57,울산 시내버스 교섭 시한  연장  파업 잠정 보류,1,노조는 올해 임단협에서  기본급   인상  정년 연장 세 세   퇴직금 확보 방안 마련  상여금의 통상임금 편입  준공영제 협약 이행 등을 요구하고 있다  회사 측은 재정 여건과 노선 운영 현실 등을  ,1
58, 현대삼호 노사  올 임금교섭 상견례 상생  교섭 타결 청신호,1,기본급  만 원 인상   정년 연장  등 요구안 전달  현대삼호 노사가 올해 본격적인 임금 협상에 돌입했다 현대삼호는 지난  일 회사 지원관에서 김재을 사장과 노동조합 황형수 지회장을 비롯한 노사 교섭위원들이  ,1
59, 현대삼호 노사   년 임금협상 돌입,1,회사에 전달된  현대 조선  사 공동 요구안에는 기본급  만 천 원 인상   정년 연장  성과급 산출기준 변경 등의 내용이 담겼다  현대삼호 노조의 개별 요구안에는 하기 휴가비 인상  통상임금 적용범위 확대  자격  ,1
60, 현대삼호 노사 임금교섭 시작 기본급 인상 정년연장  요구,1,회사에 전달된  현대 조선  사 공동 요구안에는  기본급  만  원 인상  정년 연장   성과급 산출기준 변경 등의 내용이 담겼다   현대삼호 노조의 개별 요구안에는  하기 휴가비 인상  통상임금 적용범위  ,1
61, 현대삼호 노사   년 임금교섭 상견례,1,회사에 전달된  현대 조선  사 공동 요구안에는  기본급  만  원 인상  정년 연장   성과급 산출기준 변경 등의 내용이 담겼다   현대삼호 노조의 개별 요구안에는  하기 휴가비 인상  통상임금 적용범위 확대  ,1
62,현대차 조합원들  올해 교섭서 중요도  위는 임금   위는  정년 ,0,노조  임시대의원대회 상여금  로 인상  주  일제 도입 등 논의 국내 최대 자동차 업체인 현대자동차 노사가 올해 임금 및 단체협상에서 임금 인상과 함께  정년 연장  등을 두고 팽팽한 줄다리기를 할 것으로  ,1
63, 현대삼호 임금교섭 시작 년 연속 연내 타결 기대,1,회사에 전달된  현대 조선  사 공동 요구안에는  기본급  만 원 인상  정년 연장   성과급 산출기준 변경 등의 내용이 담겼다   현대삼호 노조의 개별 요구안에는  하기 휴가비 인상  통상임금 적용범위 확대  ,1
64,박범계  헌법연구관  정년   세  연장 헌법재판소법 개정안 발의 ,1,박범계 국회의원은  이에 헌법연구관의  정년 을  세로  연장 하여 헌법재판에 관한 지식과 경험  전문성을 갖춘 숙련된 연구 인력을 장기간 활용함으로써  헌법재판의 전문성과 신뢰성을 향상하고 사건처리의 신속성을  ,1
65, 이재명 공약집  공개  먹사니즘 잘사니즘 구체화,0,이밖에  북한 핵 위협의 단계적 감축  세종 행정수도 완성  주주 충실 의무 도입  에너지 고속도로 건설  주  일제 도입 및  정년 연장  등 각 분야 공약에 대한 이행 계획이 담길 것으로 보인다  국민의힘은 전날 김  ,1
66, 현대삼호 노사   년 임금교섭 상견례,1,회사에 전달된  현대 조선  사 공동 요구안에는  기본급  만  원 인상  정년 연장   성과급 산출기준 변경 등의 내용이 담겼다   현대삼호 노조의 개별 요구안에는  하기 휴가비 인상  통상임금 적용범위 확대  ,1
67,울산 시내버스 노사   시간째  마라톤 협상 조정기한 또  연장 ,0,노조는 사측에  기본급   인상  정년 연장 세 세   퇴직금 확보  상여금 통상임금 편입  준공영제 협약 이행 등을 요구하고 있다  특히 지난해  월 대법원의 정기상여금을 통상임금으로 봐야 한다는  ,1
68,창원 시내버스   멈춘 첫날 출근길 등굣길 시민들 발동동,0,노사는  정기 상여금의 통상임금 반영  임금   인상  정년   세 세  연장  등을 두고 협상을 벌였으나 끝내 결렬됐다  핵심 쟁점은 통상임금 부분이다  노조 요구가 수용되면 인건비가 상당히 늘어나게 된다  이에  ,1
69,노동 양극화 대선 후보들 공약은 ,0,국제노동기구에서도 다 인정하는 거라서 당연히 해야 됩니다 주  일제 도입으로  년까지 노동시간을   국가 평균 이하로 감축하고 세  정년 연장  사회적 합의 추진  포괄임금제 금지 등을 공약했습니다  ,1
70, 전세버스로 출근  창원 시내버스 멈췄다,0,노사가 갈등을 빚는 부분은 통상임금   정년 연장  부분인 것으로 알려졌습니다  창원시는 시내버스  개사 노사와 오늘 오후  시부터 협상테이블을 재가동해 대화를 이어간다는 계획입니다 ,1
71,창원 시민의 발  년 만 묶였다 일 첫차부터 파업,0,추가로 임금   인상   정년   세  연장  등도 요구했다  이에 사측은 인건비가 과도하게 인상된다며 통상임금과 임금체계 개편을 함께 논의하자고 맞서왔다  창원시는 비상수송대책을 가동해 시민 불편을 최소화  ,1
72,  대선    청년공약  청년과 노동    청년 구직활동  국 ,1,지원   정년 연장  노동 존중 사회 실현을 핵심으로 하는 일자리 노동 정책 공약을 발표했다  국가가 앞장서 적극적으로 구직활동을 지원하고  그간 윤석열 전 대통령의 거부권으로 무산됐던 각종 노동권 강화 법안을  ,1
73,울산 시내버스 노사  시간째 교섭 버스 정상운행,0,막판 교섭에서 노조는  시급   인상  정년  현  세에서  세로  연장   버스 준공영제 협약 이행 등의 안건을 협상 테이블에 재차 올렸다  사측은 재정을 이유로 모든 안에 대해 부담을 호소했다  울산 시내버스 노사  ,1
74,울산 시내버스 출근길 대란 피했다 노사  마라톤협상  오전  시까지 ,0,노조는 사측에 기본급   인상을 비롯해  정년 연장 세 세  퇴직금 확보  상여금 통상임금 편입  준공영제 협약 이행 등을 요구하고 있다  상여금의 통상임금 포함 등 쟁점을 놓고 전국 버스업계 노사간 이견이  ,1
75,서울 버스노조  협상 결렬됐지만 총파업 유보 버스 정상 운행,0, 기자  노조는 기본급   인상과  정년 연장  또 지난해  월 대법원 판결에 따라 격월로 받는 정기 상여금을 통상 임금에 포함해야 한다고 요구하고 있습니다  이에 대해 사측은  대법원 판결은 임단협을 통해 노사가 통상  ,1
76,창원 시내버스 노조  일 첫차부터 파업 시  비상수송대책 가동,0,추가로 임금   인상   정년   세  연장  등도 요구했다  이에 사측은 인건비가 과도하게 인상된다며 통상임금과 임금체계 개편을 함께 논의하자고 맞서왔다  창원시는 비상수송대책을 가동해 시민 불편을 최소화  ,1
77,울산  출근길 대란  일단 피했다 시내버스 정상운행  조정회의 계속,0,노조는 사측에  기본급   인상  정년 연장 세 세   퇴직금 확보  상여금 통상임금 편입  준공영제 협약 이행 등을 요구하고 있다  특히 지난해  월 대법원의 정기상여금을 통상임금으로 봐야 한다는 판결에  ,1
78, 가  반대 서울 시내버스 노조 총파업  시간 만에 철회,0,노조는 현재 기본급   인상과  정년 연장 세  상여금의 통상임금 포함 등을 요구하고 있다  반면 사측은  대법원 판결은 통상임금 재정의에 대한 협상 권고일 뿐 이라며  전체 인건비 부담을 고려해 임금체계  ,1
79,금융   한은 기준금리 빨리 내려야 경제 더 나빠진다 ,0,이어  중장기적인 노동 공급 감소 추세에 대응하기 위해 고령층의 노동시장 참여를 촉진하기 위한  정년 연장  형태 및 보수 결정 체계에 대한 사회적 합의를 도출하고 생산 공정의 자동화와 디지털화를 통해 노동생산성을  ,1
80,민주  이르면  일  이재명 공약집  공개 내란종식 먹사니즘 구체화,0,이 밖에  북한 핵 위협의 단계적 감축  세종 행정수도 완성  주주 충실의무 도입  에너지 고속도로 건설  주  일제 도입 및  정년 연장  등 각 분야 공약에 대한 이행 계획이 담길 것으로 보인다  국민의힘은 전날  ,1
81,울산 버스노사  밤샘 조정회의 계속 파업은 보류 첫차 정상운행 ,0,노조는 사측에  기본급   인상  정년 연장 세 세   퇴직금 확보  상여금 통상임금 편입  준공영제 협약 이행 등을 요구하고 있다  특히 지난해  월 대법원의 정기상여금을 통상임금으로 봐야 한다는 판결에  ,1
82, 극과 극  노동 공약  노동자 삶 크게 좌우될 듯 일자리 창출  목 ,1,근로시간 단축부터  정년연장  산업재해 예방 대책까지 주요 쟁점마다 후보자들의 분명한 시각차가 드러나면서 대선 결과에 따라 노동자의 삶도 크게 뒤바뀔 전망이다  아울러 주요 노동 현안을 바라보는 경영계와  ,1
83,서울 버스 임단협 막판까지 진통  출근길 대란 우려,0,이와 더불어 기본급   인상  운전직 호봉 상한 상향   정년 연장  하계 유급휴가 신설 등도 요구했다  이날 노조 측은  정기 상여금 통상임금 반영 등은 조합원의 권리이자 모든 회사가 준수해야 할 법률상 의무 라며  ,1
84,부산 시내버스 파업 돌입 노사 임단협 타결 실패,0, 일 부산시와 부산지방노동위원회에 따르면  부산버스운송사업조합과 부산버스노동조합 등 부산 시내버스 노사는 전날 오후  시부터 제 차 조정회의를 열고 최종 협상을 벌였지만  임금 인상 정년 연장  등 핵심  ,1
85, 사설  노인 고용률 세계 최고라지만  양질의 일자리 절실하다,0,다가오는   대선을 앞두고 주요 후보들은  정년 연장 과 계속 고용 등을 공약으로 내세우고 있다  표를 얻기 위한 일시적인 전략에 그쳐서는 안 된다  지속 가능한 일자리 정책으로 이어져야 한다  고령층 삶의 질은 그  ,1
86,정류장은 텅 지하철은 꽉 일  출근길 교통 마비  반복되나 ,0, 년 연속 파업의 쟁점은 지난해와 같이 임금에 있다 노조는 기본급   인상과  정년   세에서  세  연장 을 요구하고 있다  특히 올해는 지난해  월 대법원 판결을 근거로  격월로 받는 정기 상여금도 통상임금에  ,1
87, 사설  노인 고용률  위의 그림자 생산적 시니어 활용안 찾아야,0,또한 일률적인  정년 연장 보다는 기업이 자율적으로 재고용 등을 선택해 계속 고용을 위한 여건도 마련해야 한다  다만 노인 고용과 빈곤 문제 해결을 위한 기초연금 확대에는 신중할 필요가 있다  한국개발연구원  ,1
88, 학년도 법학적성시험 접수 인원   만 명 시대  눈앞,0,법조인은 경기 침체에도 비교적 안정적이며  정년  제약 없이 오래 일할 수 있다는 인식이 확산되면서  단순 선형회귀를 활용한 추세  연장  분석 결과  학년도 접수인원은 약  명에 달할 것으로 추산된다  이는  ,1
89,서울 시내버스 노조  파업 직전 유보 결정  정상 운행,0,노조는 기본급   인상   세에서  세로  정년 연장  등을 요구하고 있다  또 작년  월 대법원 판결에 따라 격월로 받는 정기 상여금을 통상 임금에 포함해야 한다고 주장한다  반면에 회사 측은  대법원 판결은 임 단협을  ,1
90, 정년 유지형 임피제 후  재택근무 신규 채용  배 법원  적법해 유 ,0,정년유지형은  정년 연장  없이 임금을 삭감하는 것을   정년연장 형은 정년을 연장하는 대신 임금을 삭감하는 것을 말한다  법원은  도입된 임금피크제가  정년연장 형이 아닌 정년유지형으로 근로자의 불이익이 크지만  ,1
91,소년공 출신 이재명  충남 서부 노동자들 마음 얻다,1,어기구 의원 역시  이재명 후보는 소년공 출신으로 서민과 노동자의 고단함을 누구보다 잘 아는 사람 임을 강조하며  주  일제 도입   세  정년연장  법제화  노조 권리 보장 등 한국노총과 맺은 정책협약이 반드시 이행될  ,1
