,CustomerID,Freq,SaleAmount,ElapsedDays,Freq_log,SaleAmount_log,ElapsedDays_log,ClusterLabel
106,12477,300,13219.74,23,5.707110265,9.489542088,3.17805383,1
107,12478,36,680.99,4,3.610917913,6.525014995,1.609437912,2
108,12479,31,527.2,12,3.465735903,6.269475,2.564949357,2
109,12480,154,3281.63,29,5.043425117,8.096400209,3.401197382,1
110,12481,216,5579.82,23,5.379897354,8.627090998,3.17805383,1
111,12483,75,2484.98,18,4.33073334,7.818422227,2.944438979,1
112,12484,343,4527.32,33,5.840641657,8.418106289,3.526360525,1
113,12488,55,1298.66,10,4.025351691,7.169857971,2.397895273,2
114,12489,15,334.93,337,2.772588722,5.816902805,5.823045895,3
115,12490,245,5417.93,6,5.505331536,8.597653658,1.945910149,1
116,12491,26,460.4,39,3.295836866,6.134265346,3.688879454,2
117,12492,20,263.21,64,3.044522438,5.576744241,4.17438727,3
118,12493,22,433.74,166,3.135494216,6.074748151,5.117993812,3
119,12494,77,1246.1,16,4.356708827,7.128576135,2.833213344,2
120,12497,14,1043.1,82,2.708050201,6.950910549,4.418840608,0
121,12498,23,403.7,22,3.17805383,6.003146052,3.135494216,2
122,12500,61,4257.82,24,4.127134385,8.356747406,3.218875825,1
123,12501,149,2169.39,337,5.010635294,7.682662154,5.823045895,0
124,12502,147,3723.87,96,4.997212274,8.222787231,4.574710979,0
125,12504,9,482.05,19,2.302585093,6.180120168,2.995732274,2
126,12506,23,73.5,233,3.17805383,4.310799125,5.455321115,3
127,12507,21,1304.81,135,3.091042453,7.174578817,4.912654886,0
128,12508,68,397.88,27,4.234106505,5.98866062,3.33220451,2
129,12509,7,176.5,285,2.079441542,5.178970609,5.655991811,3
130,12510,33,982.57,143,3.526360525,6.89118881,4.9698133,0
131,12512,31,132.18,67,3.465735903,4.891701597,4.219507705,3
132,12513,35,612.29,113,3.583518938,6.418837907,4.736198448,0
133,12514,51,1017.68,268,3.951243719,6.926262951,5.59471138,0
134,12515,16,383.7,354,2.833213344,5.95246381,5.872117789,3
135,12516,26,1312.06,78,3.295836866,7.18011557,4.369447852,0
136,12517,279,2481.6,29,5.634789603,7.817061677,3.401197382,1
137,12518,124,2056.89,1,4.828313737,7.629436465,0.693147181,1
138,12519,17,330.84,64,2.890371758,5.804652925,4.17438727,3
139,12520,152,2634.26,80,5.030437921,7.876737128,4.394449155,0
140,12521,38,599.68,143,3.663561646,6.398062347,4.9698133,0
141,12522,12,192.72,40,2.564949357,5.266413818,3.713572067,3
142,12523,106,1789.77,20,4.672828834,7.490400974,3.044522438,1
143,12524,144,4485.72,10,4.976733742,8.408877202,2.397895273,1
144,12526,71,1316.66,1,4.276666119,7.183612715,0.693147181,1
145,12527,18,348.71,82,2.944438979,5.85710424,4.418840608,3
146,12528,92,1933.48,10,4.532599493,7.567593835,2.397895273,1
147,12530,66,1662.28,60,4.204692619,7.416546835,4.110873864,0
148,12531,17,125.22,15,2.890371758,4.838026416,2.772588722,2
149,12532,16,349.83,31,2.833213344,5.860301776,3.465735903,2
150,12534,63,1089.18,131,4.158883083,6.994098099,4.882801923,0
151,12535,34,716.35,92,3.555348061,6.575563867,4.532599493,0
152,12536,261,12601.83,44,5.568344504,9.441676671,3.80666249,1
153,12538,21,363.95,30,3.091042453,5.899760358,3.433987204,2
154,12539,273,5568.35,23,5.613128106,8.62503363,3.17805383,1
155,12540,478,13400.24,20,6.171700597,9.503102519,3.044522438,1
156,12541,52,981.18,30,3.970291914,6.889774591,3.433987204,2
157,12544,19,372.7,37,2.995732274,5.923453336,3.63758616,2
158,12545,50,1000.39,76,3.931825633,6.909144314,4.343805422,0
159,12546,69,1161.5,47,4.248495242,7.058328137,3.871201011,0
160,12547,8,207.8,198,2.197224577,5.341376856,5.293304825,3
161,12548,5,95.2,167,1.791759469,4.566429358,5.123963979,3
162,12550,57,964.83,80,4.060443011,6.872987835,4.394449155,0
163,12551,10,168,358,2.397895273,5.129898715,5.883322388,3
164,12552,20,437.82,39,3.044522438,6.084089306,3.688879454,2
165,12553,191,3692.28,9,5.257495372,8.214270231,2.302585093,1
166,12556,119,599.56,51,4.787491743,6.397862553,3.951243719,0
167,12557,33,11990.96,17,3.526360525,9.391991704,2.890371758,1
168,12558,11,269.96,8,2.48490665,5.601971209,2.197224577,2
169,12559,21,561.71,311,3.091042453,6.332764398,5.743003188,3
170,12560,105,2134.01,6,4.663439094,7.666226609,1.945910149,1
171,12561,16,238.85,303,2.833213344,5.480013728,5.717027701,3
172,12562,168,3781.74,9,5.129898715,8.238203894,2.302585093,1
173,12564,21,456.9,262,3.091042453,6.12665082,5.572154032,3
174,12565,9,145.92,289,2.302585093,4.989888221,5.669880923,3
175,12566,19,351.65,87,2.995732274,5.865476064,4.477336814,3
176,12567,446,9401.28,23,6.102558595,9.148707492,3.17805383,1
177,12569,188,4124.69,3,5.241747015,8.324988558,1.386294361,1
178,12571,34,519.61,40,3.555348061,6.255001201,3.713572067,2
179,12572,60,1020.42,9,4.110873864,6.928949095,2.302585093,2
180,12573,28,160.54,228,3.36729583,5.08475279,5.433722004,3
181,12574,11,218.45,316,2.48490665,5.391124416,5.758901774,3
182,12576,88,1315.83,36,4.48863637,7.182982612,3.610917913,0
183,12577,146,626.6,36,4.990432587,6.441903021,3.610917913,0
184,12578,114,2794.51,22,4.744932128,7.935769838,3.135494216,1
185,12579,29,440.42,79,3.401197382,6.089996803,4.382026635,0
186,12580,24,415.7,247,3.218875825,6.032366538,5.513428746,3
187,12581,15,197.71,40,2.772588722,5.291846475,3.713572067,3
188,12582,22,511.36,239,3.135494216,6.239027503,5.480638923,3
189,12583,247,7281.38,3,5.513428746,8.893213011,1.386294361,1
190,12584,96,2338.15,4,4.574710979,7.757542894,1.609437912,1
191,12585,87,2040.1,235,4.477336814,7.621244157,5.463831805,0
192,12586,11,196.94,18,2.48490665,5.287963954,2.944438979,2
193,12587,4,144,8,1.609437912,4.976733742,2.197224577,2
194,12588,10,214.9,40,2.397895273,5.374815338,3.713572067,3
195,12589,35,646.68,29,3.583518938,6.473396747,3.401197382,2
196,12590,68,9864.26,212,4.234106505,9.196774774,5.361292166,0
197,12591,26,452.85,318,3.295836866,6.117766747,5.765191103,3
198,12592,18,437.6,93,2.944438979,6.083587836,4.543294782,3
199,12593,21,418.1,109,3.091042453,6.038109555,4.700480366,3
200,12594,118,3338.22,38,4.779123493,8.113492526,3.663561646,1
201,12596,27,618.27,52,3.33220451,6.428541365,3.970291914,0
202,12597,206,3811.22,20,5.332718793,8.245966976,3.044522438,1
203,12598,132,3023.08,10,4.890349128,8.014362192,2.397895273,1
204,12599,62,1032.58,30,4.143134726,6.940783783,3.433987204,0
205,12600,64,2599.04,29,4.17438727,7.863282109,3.401197382,0
206,12601,28,577.06,190,3.36729583,6.35967767,5.252273428,0
207,12602,12,153.12,59,2.564949357,5.03773152,4.094344562,3
208,12603,2,739.2,22,1.098612289,6.60692042,3.135494216,2
209,12604,16,254.18,80,2.833213344,5.541969178,4.394449155,3
210,12607,101,1579.51,61,4.624972813,7.365502859,4.127134385,0
211,12609,60,1126.85,79,4.110873864,7.028068444,4.382026635,0
212,12610,106,2099.54,23,4.672828834,7.649949734,3.17805383,1
213,12611,65,1193.32,53,4.189654742,7.085332265,3.988984047,0
214,12612,19,704.04,75,2.995732274,6.558254539,4.33073334,0
215,12613,153,3344.38,58,5.036952602,8.115335569,4.077537444,0
216,12614,20,315.6,278,3.044522438,5.757639147,5.631211782,3
217,12615,105,2291.19,3,4.663439094,7.737262971,1.386294361,1
218,12616,32,713.3,96,3.496507561,6.571303042,4.574710979,0
219,12617,41,352.98,30,3.737669618,5.869240414,3.433987204,2
220,12618,11,177.31,22,2.48490665,5.183523609,3.135494216,2
221,12619,90,3641.24,17,4.510859507,8.200354156,2.890371758,1
222,12620,92,1339.41,15,4.532599493,7.200730816,2.772588722,1
223,12621,467,13689.67,2,6.148468296,9.524469858,1.098612289,1
224,12622,11,180.1,233,2.48490665,5.199049365,5.455321115,3
225,12623,18,305.1,277,2.944438979,5.723911846,5.627621114,3
226,12624,38,641.13,107,3.663561646,6.464790775,4.682131227,0
227,12625,86,2683.82,212,4.465908119,7.895368966,5.361292166,0
228,12626,294,6620.48,24,5.686975356,8.798074189,3.218875825,1
229,12627,230,4478.53,11,5.442417711,8.407273409,2.48490665,1
230,12628,41,786.46,5,3.737669618,6.668812576,1.791759469,2
231,12630,64,1270.88,10,4.17438727,7.1482514,2.397895273,2
232,12631,31,640.5,58,3.465735903,6.463809184,4.077537444,0
233,12633,101,2163.98,59,4.624972813,7.680166403,4.094344562,0
234,12635,101,1689.18,90,4.624972813,7.432590311,4.510859507,0
235,12637,382,6002.9,68,5.948034989,8.700164537,4.234106505,1
236,12638,39,671.69,34,3.688879454,6.511284599,3.555348061,2
237,12639,22,486.1,239,3.135494216,6.188469441,5.480638923,3
238,12640,53,1174.58,24,3.988984047,7.069516922,3.218875825,2
239,12641,10,185.9,116,2.397895273,5.230573714,4.762173935,3
240,12642,47,1013.26,26,3.871201011,6.921914562,3.295836866,2
241,12643,24,3344.64,129,3.218875825,8.115413285,4.86753445,0
242,12644,31,477.91,130,3.465735903,6.171512688,4.875197323,0
243,12645,73,1775.18,34,4.304065093,7.48222027,3.555348061,0
244,12646,45,1346.97,5,3.828641396,7.206355036,1.791759469,2
245,12647,121,3722.82,23,4.804021045,8.222505302,3.17805383,1
246,12648,21,318.05,155,3.091042453,5.76534783,5.049856007,3
247,12649,31,623.51,108,3.465735903,6.436967342,4.691347882,0
248,12650,20,314.44,4,3.044522438,5.75396849,1.609437912,2
249,12651,9,114,335,2.302585093,4.744932128,5.81711116,3
250,12652,48,919.98,332,3.891820298,6.82543832,5.80814249,0
251,12653,43,2209.85,149,3.784189634,7.701132336,5.010635294,0
252,12654,38,601.98,11,3.663561646,6.401884029,2.48490665,2
253,12656,126,4051.17,18,4.844187086,8.307007819,2.944438979,1
254,12657,47,1643.18,12,3.871201011,7.404997059,2.564949357,2
255,12658,36,686.05,19,3.610917913,6.53240707,2.995732274,2
256,12659,5,91.68,30,1.791759469,4.5291527,3.433987204,3
257,12660,13,245.1,12,2.63905733,5.505737957,2.564949357,2
258,12662,230,3849.78,1,5.442417711,8.256031004,0.693147181,1
259,12664,37,4881.88,9,3.63758616,8.493490489,2.302585093,1
260,12665,3,63,325,1.386294361,4.158883083,5.786897381,3
261,12667,33,620.13,59,3.526360525,6.4315404,4.094344562,0
262,12668,161,3807.15,12,5.087596335,8.244898786,2.564949357,1
263,12669,101,2744.03,151,4.624972813,7.917547283,5.023880521,0
264,12670,92,2996.05,11,4.532599493,8.005383751,2.48490665,1
265,12672,10,225.9,330,2.397895273,5.424509392,5.802118375,3
266,12673,42,610.52,6,3.761200116,6.415947661,1.945910149,2
267,12674,83,1970.6,39,4.430816799,7.586600675,3.688879454,0
268,12676,45,1331.39,25,3.828641396,7.194729601,3.258096538,2
269,12678,165,17628.46,43,5.111987788,9.777326645,3.784189634,1
270,12679,48,1113.02,59,3.891820298,7.015730374,4.094344562,0
271,12680,52,862.81,1,3.970291914,6.761352837,0.693147181,2
272,12681,638,13787.54,15,6.459904454,9.531593091,2.772588722,1
273,12682,524,12279.82,4,6.263398263,9.415793975,1.609437912,1
274,12683,344,8476.57,5,5.843544417,9.045179131,1.791759469,1
275,12684,105,2283.63,8,4.663439094,7.733959365,2.197224577,1
276,12685,157,2863.08,29,5.062595033,7.960002461,3.401197382,1
277,12686,7,89.14,372,2.079441542,4.501364017,5.92157842,3
278,12688,171,4873.81,114,5.147494477,8.491836408,4.744932128,0
279,12689,72,1247.61,26,4.290459441,7.129786212,3.295836866,0
280,12690,16,389.01,206,2.833213344,5.96617238,5.332718793,3
281,12691,32,1035.8,29,3.496507561,6.943894326,3.401197382,2
282,12693,39,855.91,128,3.688879454,6.753332896,4.859812404,0
283,12694,37,869.67,71,3.63758616,6.76926303,4.276666119,0
284,12695,27,582.1,8,3.33220451,6.368358698,2.197224577,2
285,12697,41,957.59,29,3.737669618,6.865463455,3.401197382,2
286,12700,268,4939.99,8,5.59471138,8.505320995,2.197224577,1
287,12701,53,797.71,80,3.988984047,6.682997926,4.394449155,0
288,12702,12,219,20,2.564949357,5.393627546,3.044522438,2
289,12703,21,283.55,72,3.091042453,5.650908985,4.290459441,3
290,12704,88,2340.84,8,4.48863637,7.758692224,2.197224577,1
291,12705,334,6868.29,16,5.814130532,8.834816032,2.833213344,1
292,12707,33,603.42,292,3.526360525,6.404269321,5.680172609,0
293,12708,157,2712.91,30,5.062595033,7.906145678,3.433987204,1
294,12709,207,9706.52,16,5.33753808,9.180656122,2.833213344,1
295,12710,77,1149.02,97,4.356708827,7.047534613,4.584967479,0
296,12712,133,4396.13,29,4.8978398,8.388707334,3.401197382,1
297,12713,38,848.55,1,3.663561646,6.744706798,0.693147181,2
298,12714,259,4708.86,10,5.560681631,8.457413463,2.397895273,1
299,12715,20,343.36,107,3.044522438,5.841687622,4.682131227,3
300,12716,69,1053.49,4,4.248495242,6.960812517,1.609437912,2
301,12717,55,1030.98,152,4.025351691,6.939234566,5.030437921,0
302,12718,19,238.25,72,2.995732274,5.47750903,4.290459441,3
303,12719,39,644.95,6,3.688879454,6.470722101,1.945910149,2
304,12720,354,5781.73,3,5.872117789,8.662631168,1.386294361,1
305,12721,161,2656.13,32,5.087596335,7.885001872,3.496507561,1
306,12722,53,997.63,86,3.988984047,6.90638434,4.465908119,0
307,12723,69,725.07,4,4.248495242,6.587646429,1.609437912,2
308,12724,53,1031.41,6,3.988984047,6.939651154,1.945910149,2
309,12725,24,427.8,372,3.218875825,6.06099061,5.92157842,3
310,12726,124,2609.1,29,4.828313737,7.867143814,3.401197382,1
311,12727,139,3980.7,11,4.941642423,8.289464143,2.48490665,1
312,12728,46,836.33,72,3.850147602,6.730218258,4.290459441,0
313,12729,26,453.01,114,3.295836866,6.118119224,4.744932128,3
314,12731,274,18895.91,24,5.616771098,9.846753696,3.218875825,1
315,12732,12,236.26,180,2.564949357,5.469156586,5.198497031,3
316,12733,22,383.95,235,3.135494216,5.953113456,5.463831805,3
317,12734,4,110.4,353,1.609437912,4.713127327,5.869296913,3
318,12735,43,779.57,316,3.784189634,6.660024422,5.758901774,0
319,12736,4,234,333,1.609437912,5.459585514,5.811140993,3
320,12738,11,155.35,373,2.48490665,5.052097084,5.924255797,3
321,12739,38,1013.04,79,3.663561646,6.921697631,4.382026635,0
322,12740,27,427.6,64,3.33220451,6.060524083,4.17438727,0
323,12743,131,540.13,135,4.882801923,6.293659546,4.912654886,0
324,12744,222,21279.29,52,5.407171771,9.965536571,3.970291914,1
325,12747,103,4196.01,3,4.644390899,8.342127646,1.386294361,1
326,12748,4412,33053.19,1,8.392310009,10.40590361,0.693147181,1
327,12749,199,4090.88,4,5.298317367,8.316759801,1.609437912,1
328,12750,15,275.88,129,2.772588722,5.623584199,4.86753445,3
329,12752,53,4366.78,82,3.988984047,8.38201015,4.418840608,0
330,12753,197,21429.39,23,5.288267031,9.972565287,3.17805383,1
331,12754,63,3010.74,236,4.158883083,8.010273264,5.468060141,0
332,12755,4,3811.95,281,1.609437912,8.246158447,5.641907071,3
333,12756,4,112.08,87,1.609437912,4.728095533,4.477336814,3
334,12757,364,7834.65,16,5.899897354,8.966439112,2.833213344,1
335,12758,97,2791.59,117,4.584967479,7.93472476,4.770684624,0
336,12759,95,1531.44,53,4.564348191,7.334616515,3.988984047,0
337,12762,69,1898.52,8,4.248495242,7.549356502,2.197224577,1
338,12763,18,494.08,139,2.944438979,6.204719366,4.941642423,3
339,12764,45,1693.88,317,3.828641396,7.435367221,5.762051383,0
340,12766,310,6989.63,4,5.739792912,8.85232596,1.609437912,1
341,12769,32,1143.6,239,3.496507561,7.04281051,5.480638923,0
342,12770,12,1351.45,211,2.564949357,7.209673041,5.356586275,0
343,12772,55,892.47,60,4.025351691,6.795112758,4.110873864,0
344,12775,66,1386.04,18,4.204692619,7.234927259,2.944438979,2
345,12778,50,822.23,20,3.931825633,6.713235627,3.044522438,2
346,12779,149,3981.36,38,5.010635294,8.289629887,3.663561646,1
347,12781,25,826.74,64,3.258096538,6.718699095,4.17438727,0
348,12782,103,2330.92,5,4.644390899,7.754447242,1.791759469,1
349,12783,84,2225.91,3,4.442651256,7.708370253,1.386294361,1
350,12784,57,532.82,10,4.060443011,6.280058703,2.397895273,2
351,12785,14,311.95,365,2.708050201,5.746043433,5.902633333,3
352,12787,20,463.66,10,3.044522438,6.141305955,2.397895273,2
353,12789,4,91.85,66,1.609437912,4.530985288,4.204692619,3
354,12790,21,324.92,193,3.091042453,5.786651952,5.267858159,3
355,12791,2,192.6,374,1.098612289,5.265794175,5.926926026,3
356,12792,25,400.54,257,3.258096538,5.995307155,5.552959585,3
357,12793,24,545.48,335,3.218875825,6.30349771,5.81711116,3
358,12794,45,860.41,54,3.828641396,6.758570582,4.007333185,0
359,12795,14,430.48,19,2.708050201,6.06722116,2.995732274,2
360,12797,13,254.03,366,2.63905733,5.541381185,5.905361848,3
361,12798,8,6977.04,11,2.197224577,8.850523354,2.48490665,2
362,12802,25,427.58,187,3.258096538,6.060477418,5.236441963,3
363,12808,28,483.65,37,3.36729583,6.183426981,3.63758616,2
364,12809,25,489.31,178,3.258096538,6.195037844,5.187385806,3
365,12811,31,514.85,261,3.465735903,6.245816026,5.568344504,3
366,12812,15,229.64,45,2.772588722,5.440858053,3.828641396,3
367,12814,2,125.92,102,1.098612289,4.843556967,4.634728988,3
368,12815,47,1063.46,148,3.871201011,6.970222907,5.003946306,0
369,12816,29,572.2,96,3.401197382,6.351234696,4.574710979,0
370,12817,4,166.04,282,1.609437912,5.118233305,5.645446898,3
371,12818,14,1542.08,262,2.708050201,7.341535698,5.572154032,0
372,12820,59,942.34,4,4.094344562,6.849426769,1.609437912,2
373,12821,6,92.72,215,1.945910149,4.540311614,5.375278408,3
374,12822,46,948.88,71,3.850147602,6.856335661,4.276666119,0
375,12823,5,1759.5,75,1.791759469,7.473353139,4.33073334,3
376,12824,25,397.12,60,3.258096538,5.986753467,4.110873864,2
377,12826,91,1474.72,3,4.521788577,7.296901285,1.386294361,1
378,12827,25,430.15,6,3.258096538,6.066456057,1.945910149,2
379,12828,56,1018.71,3,4.043051268,6.927273552,1.386294361,2
380,12829,11,293,337,2.48490665,5.683579767,5.823045895,3
381,12830,38,6814.64,38,3.663561646,8.82697525,3.663561646,0
382,12831,9,215.05,263,2.302585093,5.375509862,5.575949103,3
383,12832,27,383.03,33,3.33220451,5.950720675,3.526360525,2
384,12833,24,417.38,146,3.218875825,6.03639011,4.990432587,3
385,12834,18,312.38,283,2.944438979,5.747416512,5.648974238,3
386,12836,174,2610.36,60,5.164785974,7.867626437,4.110873864,0
387,12837,12,134.1,174,2.564949357,4.906015245,5.164785974,3
388,12838,120,671.95,34,4.795790546,6.511671033,3.555348061,0
389,12839,314,5591.42,3,5.752572639,8.629167388,1.386294361,1
390,12840,113,2726.77,144,4.736198448,7.911239705,4.976733742,0
391,12841,414,3991.58,5,6.02827852,8.292192917,1.791759469,1
392,12842,34,1118.99,71,3.555348061,7.021075036,4.276666119,0
393,12843,103,1702.26,66,4.644390899,7.440299341,4.204692619,0
394,12844,52,325.96,30,3.970291914,5.789837839,3.433987204,2
395,12845,27,354.09,268,3.33220451,5.872371278,5.59471138,3
396,12847,84,843.64,23,4.442651256,6.738910501,3.17805383,2
397,12849,48,1010.29,32,3.891820298,6.918982023,3.496507561,0
398,12851,47,131.81,97,3.871201011,4.888919535,4.584967479,3
399,12852,17,311.55,295,2.890371758,5.744764456,5.690359454,3
400,12853,78,1957.1,135,4.369447852,7.579729894,4.912654886,0
401,12854,109,1316.25,79,4.700480366,7.183301509,4.382026635,0
402,12855,3,38.1,373,1.386294361,3.666122467,5.924255797,3
403,12856,311,2170.78,8,5.743003188,7.683302387,2.197224577,1
404,12857,46,1106.4,211,3.850147602,7.009770204,5.356586275,0
405,12863,5,521.2,53,1.791759469,6.258050656,3.988984047,3
406,12864,3,147.12,139,1.386294361,4.998022756,4.941642423,3
407,12865,95,1568.23,27,4.564348191,7.358340332,3.33220451,0
408,12866,26,559.12,284,3.295836866,6.328151046,5.65248918,3
409,12867,534,4009.34,27,6.282266747,8.296631305,3.33220451,1
410,12868,107,1607.06,186,4.682131227,7.382783762,5.231108617,0
411,12871,11,380.64,85,2.48490665,5.944477756,4.454347296,3
412,12872,66,599.97,327,4.204692619,6.398545016,5.793013608,0
413,12873,4,374,283,1.609437912,5.926926026,5.648974238,3
414,12875,2,343.23,144,1.098612289,5.841310039,4.976733742,3
